LAX,Los Angeles International Airport,33.94250107,-118.4079971,125,large_airport
ORD,Chicago O'Hare International Airport,41.9786,-87.9048,672,large_airport
JFK,John F Kennedy International Airport,40.63980103,-73.77890015,13,large_airport
ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,large_airport
SFO,San Francisco International Airport,37.61899948120117,-122.375,13,large_airport
EWR,Newark Liberty International Airport,40.692501068115234,-74.168701171875,18,large_airport
DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,607,large_airport
LAS,McCarran International Airport,36.08010101,-115.1520004,2181,large_airport
MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,96,large_airport
LGA,La Guardia Airport,40.77719879,-73.87259674,21,large_airport
DEN,Denver International Airport,39.861698150635,-104.672996521,5431,large_airport
IAD,Washington Dulles International Airport,38.94449997,-77.45580292,312,large_airport
MIA,Miami International Airport,25.79319953918457,-80.29060363769531,8,large_airport
PHX,Phoenix Sky Harbor International Airport,33.43429946899414,-112.01200103759766,1135,large_airport
SEA,Seattle Tacoma International Airport,47.449001,-122.308998,433,large_airport
BOS,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,20,large_airport
PHL,Philadelphia International Airport,39.87189865112305,-75.24109649658203,36,large_airport
IAH,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,97,large_airport
CLT,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748,large_airport
DTW,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,645,large_airport
DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,15,large_airport
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.882,-93.221802,841,large_airport
SAN,San Diego International Airport,32.7336006165,-117.190002441,17,large_airport
SLC,Salt Lake City International Airport,40.78839874267578,-111.97799682617188,4227,large_airport
FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,large_airport
MDW,Chicago Midway International Airport,41.785999,-87.752403,620,large_airport
BWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,large_airport
STL,St Louis Lambert International Airport,38.748697,-90.370003,618,large_airport
HNL,Daniel K Inouye International Airport,21.32062,-157.924228,13,large_airport
PDX,Portland International Airport,45.58869934,-122.5979996,31,large_airport
TPA,Tampa International Airport,27.975500106811523,-82.533203125,26,large_airport
CVG,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896,large_airport
MSY,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,4,large_airport
BNA,Nashville International Airport,36.1245002746582,-86.6781997680664,599,large_airport
PIT,Pittsburgh International Airport,40.49150085,-80.23290253,1203,large_airport
OAK,Metropolitan Oakland International Airport,37.721298,-122.221001,9,large_airport
RDU,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,435,large_airport
SJC,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,62,large_airport
AUS,Austin Bergstrom International Airport,30.194499969482422,-97.6698989868164,542,large_airport
MEM,Memphis International Airport,35.04240036010742,-89.97669982910156,341,large_airport
MCI,Kansas City International Airport,39.2976,-94.713898,1026,large_airport
SAT,San Antonio International Airport,29.533700942993164,-98.46980285644531,809,large_airport
HOU,William P Hobby Airport,29.64539909,-95.27890015,46,large_airport
SNA,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,large_airport
CLE,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,791,large_airport
IND,Indianapolis International Airport,39.7173,-86.294403,797,large_airport
DAL,Dallas Love Field,32.847099,-96.851799,487,large_airport
ABQ,Albuquerque International Sunport,35.040199,-106.609001,5355,large_airport
MKE,General Mitchell International Airport,42.947200775146484,-87.89659881591797,723,large_airport
CMH,John Glenn Columbus International Airport,39.998001,-82.891899,815,large_airport
TUS,Tucson International Airport,32.1161003112793,-110.94100189208984,2643,large_airport
BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,large_airport
BDL,Bradley International Airport,41.9388999939,-72.68319702149999,173,large_airport
ANC,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152,large_airport
JAX,Jacksonville International Airport,30.49410057067871,-81.68789672851562,30,large_airport
ELP,El Paso International Airport,31.80719948,-106.3779984,3959,medium_airport
OKC,Will Rogers World Airport,35.39310073852539,-97.60070037841797,1295,large_airport
SMF,Sacramento International Airport,38.69540023803711,-121.59100341796875,27,large_airport
RNO,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922,4415,large_airport
BUR,Bob Hope Airport,34.20069885253906,-118.35900115966797,778,medium_airport
OGG,Kahului Airport,20.8986,-156.429993,54,medium_airport
ORF,Norfolk International Airport,36.89459991455078,-76.20120239257812,26,large_airport
PBI,Palm Beach International Airport,26.68320083618164,-80.09559631347656,19,large_airport
PVD,Theodore Francis Green State Airport,41.732601165771484,-71.42040252685547,55,medium_airport
LGB,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,60,medium_airport
SDF,Louisville International Standiford Field,38.1744,-85.736,501,large_airport
OMA,Eppley Airfield,41.3032,-95.894096,984,large_airport
CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46,large_airport
ONT,Ontario International Airport,34.055999755859375,-117.60099792480469,944,large_airport
RIC,Richmond International Airport,37.50519943237305,-77.3197021484375,167,large_airport
SYR,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,421,large_airport
OSH,Wittman Regional Airport,43.98440170288086,-88.55699920654297,808,medium_airport
SAV,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,large_airport
BHM,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,large_airport
HPN,Westchester County Airport,41.06700134277344,-73.70760345458984,439,medium_airport
BOI,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871,large_airport
ALB,Albany International Airport,42.74829864501953,-73.80169677734375,285,medium_airport
ICT,Wichita Eisenhower National Airport,37.649899,-97.433098,1333,large_airport
DAY,James M Cox Dayton International Airport,39.902400970458984,-84.21939849853516,1009,large_airport
GEG,Spokane International Airport,47.61989974975586,-117.53399658203125,2376,large_airport
MSN,Dane County Regional Truax Field,43.13990020751953,-89.3375015258789,887,large_airport
ROC,Greater Rochester International Airport,43.118900299072266,-77.67240142822266,559,large_airport
PWM,Portland International Jetport Airport,43.64619827,-70.30930328,76,large_airport
MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,266,medium_airport
RSW,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,30,large_airport
KOA,Ellison Onizuka Kona International At Keahole Airport,19.738783,-156.045603,47,medium_airport
COS,City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187,medium_airport
TUL,Tulsa International Airport,36.19839859008789,-95.88809967041016,677,large_airport
GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,medium_airport
